order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
157,Bhojohori Manna,Yes,No,4.0/5,166,Bannerghatta Road,Delivery,Cheesy Pizza,Pizza,750,Delivery,Bannerghatta Road
158,Swathi Deluxe Restaurant,Yes,No,4.1/5,203,JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Delivery,Bannerghatta Road
159,Bikaner Jn,Yes,No,3.2/5,144,Bannerghatta Road,Quick Bites,"Chicken Biryani, Butter Chicken","North Indian, Chinese, Biryani, Rolls",350,Delivery,Bannerghatta Road
160,Cane-O-La,Yes,No,3.8/5,84,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600,Delivery,Bannerghatta Road
161,Ruchis Point,Yes,No,4.0/5,128,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230,Delivery,Bannerghatta Road
162,Vietnamese Kitchen,Yes,No,4.2/5,248,BTM,"Dessert Parlor, Beverage Shop","Thick Shakes, Oreo Milkshake, Gelato, Oreo Shake, Choco Brownie, Caramel Coffee, Choco Shake",Beverages,500,Delivery,Bannerghatta Road
163,Udupi Grand,Yes,No,3.7/5,288,Kumaraswamy Layout,Quick Bites,"Panneer Butter Masala, Manchurian, Noodles, Tandoori Roti, Naan, Paratha, French Fries","North Indian, Chinese",500,Delivery,Bannerghatta Road
164,World of Waffles,Yes,No,4.0/5,65,JP Nagar,Beverage Shop,"Thick Shakes, Maggi, Peri Peri Fries, Sandwich, Momos","Beverages, Fast Food",600,Delivery,Bannerghatta Road
165,Shyvan Restaurant,Yes,Yes,4.1/5,1403,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100",Delivery,Bannerghatta Road
166,Kalpavriksha Upahara,Yes,No,4.2/5,384,Bannerghatta Road,"Takeaway, Delivery","Chocolava Cake, Pepperoni Pizza, Veggie Pizza, Bbq Chicken, Paneer Tikka, Cheesy Garlic Bread, Cheese Burst Crust",Pizza,600,Delivery,Bannerghatta Road
167,De Thaali,Yes,No,3.6/5,70,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350,Delivery,Bannerghatta Road
168,The Trundle,Yes,No,3.9/5,161,JP Nagar,Delivery,"Biryani, Noodles","North Indian, Chinese, Biryani",500,Delivery,Bannerghatta Road
169,Spice Elephant,Yes,Yes,4.1/5,842,JP Nagar,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","South American, Continental, Italian","1,100",Delivery,Bannerghatta Road
170,Biryanis And More,Yes,No,3.7/5,46,BTM,Casual Dining,Malai Kofta,North Indian,400,Delivery,Bannerghatta Road
171,eat.fit,Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining","Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza","Cafe, Mexican, Italian",800,Buffet,Basavanagudi
172,Blue Berry Restaurant,Yes,No,3.8/5,74,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000",Buffet,Basavanagudi
173,Udupi Ruchi,Yes,Yes,4.2/5,150,Banashankari,Cafe,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos","Cafe, Italian, Continental",600,Cafes,Basavanagudi
174,The Paratha Company,Yes,No,3.9/5,627,Banashankari,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Basavanagudi
175,Best Of Bengal,Yes,No,3.8/5,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450,Delivery,Basavanagudi
176,Fun Kitchen,Yes,No,4.1/5,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Delivery,Basavanagudi
177,Udupi Aatithya,Yes,No,3.8/5,133,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",200,Delivery,Basavanagudi
178,Chai Point,Yes,Yes,4.2/5,354,Banashankari,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Delivery,Basavanagudi
179,Sai Santhi Cafe,Yes,No,4.2/5,504,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550,Delivery,Basavanagudi
180,Shudh,Yes,No,3.7/5,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150,Delivery,Basavanagudi
181,Sri Vishnu Grand,Yes,No,3.9/5,230,Banashankari,Delivery,"Raita, Gulab Jamun, Paneer Biryani, Vegetable Biryani, Gosht Dum Biryani, Chicken Biryani, Murgh Biryani",Biryani,650,Delivery,Basavanagudi
182,Maa Bhook Lagi,Yes,No,3.9/5,172,Banashankari,Delivery,"Paneer Tikka, Garlic Bread, Thin Crust Pizza, Falafel, Veggie Pizza",Pizza,750,Delivery,Basavanagudi
183,Punjabi Nukkad Pure Veg,Yes,No,4.2/5,415,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",500,Delivery,Basavanagudi
184,The Nosh House,Yes,No,4.0/5,53,Banashankari,Delivery,"Minced Chicken Lasagne, Chicken Steak","Mexican, Italian",600,Delivery,Basavanagudi
185,The Rasaganga,Yes,No,3.7/5,93,Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200,Delivery,Basavanagudi
186,Sri Krishna Sagar,Yes,No,3.8/5,577,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900,Delivery,Basavanagudi
187,The Salad Studio,Yes,Yes,4.2/5,166,Jayanagar,Casual Dining,"Rice Bowl, Salads, Burgers, Prawn, Pancakes, Salmon, Fish","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery,Basavanagudi
188,Poha On Wheels,Yes,No,3.9/5,104,Jayanagar,Quick Bites,"Garlic Bread, Sandwiches, Aloo Tikki Burger, Club Sandwich, White Sauce Pasta, Garlic Rice",Fast Food,200,Delivery,Basavanagudi
189,InnerChef,Yes,No,3.7/5,662,JP Nagar,Casual Dining,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai",650,Delivery,Basavanagudi
190,Parrattha Ssinghh,Yes,No,3.0/5,73,Shanti Nagar,Casual Dining,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",North Indian,500,Delivery,Basavanagudi
191,The Grub Central,Yes,No,3.9/5,85,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300,Delivery,Basavanagudi
192,Juice Junction Food Court,Yes,No,4.2/5,191,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250,Delivery,Basavanagudi
193,Aashish Foods,Yes,No,4.1/5,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Delivery,Basavanagudi
194,Shri Vishnu Grand,Yes,No,3.8/5,61,Basavanagudi,Quick Bites,"Sugarcane Juice, Popcorn",Juices,100,Delivery,Basavanagudi
195,Dad's Cookhouse,Yes,No,3.8/5,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200,Delivery,Basavanagudi
196,Ritomi's Lov,Yes,No,3.6/5,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700,Delivery,Basavanagudi
197,Southinn,Yes,No,3.8/5,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Delivery,Basavanagudi
198,Deli Chats and Sweets,Yes,No,3.9/5,178,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Overload, Chocolate Fondue, Ferrero Rocher",Desserts,400,Delivery,Basavanagudi
199,Zoey's,Yes,Yes,4.0/5,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Delivery,Basavanagudi
200,Dhaba Shaba,Yes,No,3.6/5,81,Shanti Nagar,Casual Dining,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala","North Indian, Chinese",500,Delivery,Basavanagudi
201,Dosa Time,Yes,No,3.9/5,126,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",400,Delivery,Basavanagudi
202,Cafe At The Atelier,Yes,No,3.9/5,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550,Delivery,Basavanagudi
203,Happy Endings,Yes,No,3.7/5,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700,Delivery,Basavanagudi
204,Kanti Sweets,Yes,No,3.8/5,74,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000",Delivery,Basavanagudi
205,Murli,Yes,No,4.1/5,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800,Delivery,Basavanagudi
206,Laddoos,Yes,No,2.9/5,62,Jayanagar,"Quick Bites, Cafe","Coffee, Cappuccino","Chinese, Fast Food, Cafe",650,Delivery,Basavanagudi
207,Chaarcoal,Yes,No,3.9 /5,770,Basavanagudi,Quick Bites,"Stuffed Garlic Bread, Tacos, Golden Corn Pizza, Chocolava","Pizza, Fast Food",400,Dine-out,Basavanagudi
208,Bathinda Dine,Yes,No,3.9 /5,75,Basavanagudi,Dessert Parlor,Hot Chocolate Fudge,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out,Basavanagudi
209,Al Khansah,Yes,No,4.0 /5,157,Basavanagudi,Quick Bites,"Burgers, Chicken Whopper, French Fries","Burger, Fast Food, Beverages",600,Dine-out,Basavanagudi
210,Meghana Biryani,Yes,No,4.4 /5,5060,Jayanagar,Casual Dining,"Chicken Grill, Ghee Rice, Butter Chicken, Shawarma, Mutton Shaadi Ki Biryani, Chicken Tikka Masala, Mutton Keema Dosa","North Indian, Mughlai, South Indian, Chinese",750,Dine-out,Basavanagudi
211,Shree Khana Khazana,Yes,No,4.1 /5,631,Jayanagar,Casual Dining,"Prawn Biryani, Dragon Chicken, Chicken Dum Biryani, Chicken Boneless Biryani, Paneer Tikka, Afghani Biryani, Mughlai Biryani","Biryani, North Indian, Chinese, Andhra, South Indian",750,Dine-out,Basavanagudi
212,Phulke Ghar Ke,Yes,No,4.4/5,632,Bellandur,Delivery,"Buddha Bowl, Chicken Curry, Brownie, Chole, Veg Thali, Idli, Raita","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery,Bellandur
213,Biryani Kitchen,Yes,No,3.9/5,146,Bellandur,Casual Dining,"Tandoori Chicken, Coffee, Butter Chicken, Fish Curry, Biryani","North Indian, Biryani, Chinese, Beverages",650,Delivery,Bellandur
214,Chef Baker's,Yes,No,3.8/5,240,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,Delivery,Bellandur
215,Punjabi Food Point,Yes,No,4.3/5,166,HSR,Delivery,"Dhaniya Chutney, Rabri, Aloo Paratha, Chole, Cheese Paneer Paratha, Rice Kheer, Dal Makhani",North Indian,400,Delivery,Bellandur
216,Zayakedar,Yes,No,3.8/5,230,Marathahalli,Quick Bites,"Gulab Jamun, Thali, Salad",Bengali,300,Delivery,Bellandur
217,Mumbai Xpress,Yes,No,3.8/5,87,HSR,Quick Bites,"Momos, Rolls, Paratha, Chaap","North Indian, Chinese, Fast Food",400,Delivery,Bellandur
218,Abbabi Chicken,Yes,No,4.0/5,77,Bellandur,Quick Bites,"Filter Coffee, Vada, Biryani, Masala Dosa","South Indian, North Indian, Chinese",300,Delivery,Bellandur
219,Rangla Punjab,Yes,No,4.0/5,316,HSR,"Beverage Shop, Quick Bites","Ginger Tea, Poha, Banana Cake, Lemon Chai, Samosa, Masala Tea, Ginger Chai","Tea, Beverages, Fast Food",250,Delivery,Bellandur
220,Yummy Tummy,Yes,No,3.8/5,62,Marathahalli,Casual Dining,"Set Dosa, Thali, Masala Dosa, Roti, Idli, Vada","South Indian, North Indian, Chinese",400,Delivery,Bellandur
221,Byg Brewski Brewing Company,Yes,No,4.1/5,87,Sarjapur Road,Delivery,"Club Kachori, Thepla, Jalebi, Paratha, Poha, Thali",North Indian,300,Delivery,Bellandur
222,The Fisherman's Wharf,Yes,No,3.8/5,135,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,Delivery,Bellandur
223,Little Italy,Yes,No,4.1/5,152,HSR,Delivery,"Paratha, Chicken Thali, Kheer, Veg Dum Biryani, Raita, Chole, Chicken Curry",North Indian,400,Delivery,Bellandur
224,Beijing Bites,Yes,No,3.5/5,378,Bellandur,Quick Bites,"Lassi, Paratha, Chur Chur Naan, Raita, Chana Masala, Kheer, Buttermilk","North Indian, Chinese, Juices",500,Delivery,Bellandur
225,Savoury Restaurant,Yes,No,4.3/5,220,Sarjapur Road,Delivery,"Sandwich, Pancakes, Sandwiches, Pasta, Waffles, Chocolate Cake, Salted Caramel","American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",600,Delivery,Bellandur
226,Tapout Tavern,Yes,No,3.7/5,404,Bellandur,Casual Dining,"Coffee, Chai, Idli, Pav Bhaji, Vada, Tea, Masala Dosa","South Indian, North Indian, Chinese, Street Food",500,Delivery,Bellandur
227,Vandana Andhra and Multi Cuisine,Yes,No,3.5/5,234,HSR,Quick Bites,"Coffee, Vada, Chaat, Rava Idli","South Indian, North Indian, Chinese, Street Food, Juices",400,Delivery,Bellandur
228,The Punjabi Rasoi,Yes,No,4.0/5,107,Bellandur,Cafe,"Salads, Salad, Sandwiches, Chicken Grill","Cafe, Healthy Food, Salad",400,Delivery,Bellandur
229,Shanghai Bistro,Yes,No,4.1/5,65,Bellandur,"Takeaway, Delivery",Indori Poha,Street Food,100,Delivery,Bellandur
230,The Flying Cup,Yes,No,3.9/5,231,Sarjapur Road,Delivery,"Butter Chicken, Salads, Dal Makhani, Paratha, Vada, Brownie Chocolate, Chole","North Indian, Continental",500,Delivery,Bellandur
231,Ajwa Thalassery Biryani,Yes,No,4.2/5,45,Marathahalli,Quick Bites,"Aloo Paratha, Dal Makhani, Paneer Parantha, Chaat",North Indian,250,Delivery,Bellandur
232,Nanda's,Yes,Yes,4.0/5,797,HSR,Cafe,"Barbeque Chicken Pizza, Paneer Pizza, Burgers, Crispy Chicken, Aglio Olio Pasta, Chicken Wings, English Breakfast","Cafe, Italian, Continental",700,Delivery,Bellandur
233,Delhi Restaurant,Yes,No,3.8/5,210,HSR,Quick Bites,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa","Juices, South Indian, Chinese, Fast Food",200,Delivery,Bellandur
234,Xtreme Sports Bar,Yes,No,3.8/5,34,Marathahalli,Quick Bites,"Paratha, Thali, Rajma",North Indian,150,Delivery,Bellandur
235,Tipsy Bull - The Bar Exchange,Yes,No,3.0/5,139,Marathahalli,Casual Dining,"Rava Idli, Tea, Coffee, Rava Dosa, Biryani, Masala Dosa, Pav Bhaji","North Indian, South Indian, Chinese",450,Delivery,Bellandur
236,Sharaab Factory,Yes,No,4.0/5,44,Sarjapur Road,Quick Bites,"Liti Chokha, Noodles, Litti, Paratha, Pav Bhaji","North Indian, Street Food, Chinese, Fast Food",300,Delivery,Bellandur
237,Chili's American Grill & Bar,Yes,No,3.7/5,48,Bellandur,Quick Bites,"Paratha, Thali, Rajma, Poha",North Indian,400,Delivery,Bellandur
238,Hoot,Yes,No,3.2/5,97,Sarjapur Road,Quick Bites,"Vada, Coffee, Idli, Masala Dosa, Tea, Onion Dosa, Podi Dosa","South Indian, Fast Food, Chinese, North Indian, Street Food",250,Delivery,Bellandur
239,Panchavati Gaurav Thali,Yes,No,4.1/5,39,Marathahalli,Quick Bites,"Kulcha, Samosa Chaat, Panipuri, Sev Puri, Chai, Filter Coffee, Aloo Tikki Chole","Street Food, Mithai",200,Delivery,Bellandur
240,Tiger Trail - Ramada Hotel,Yes,No,4.3/5,894,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600,Delivery,Bellandur
241,Cafe Treat - The Pride Hotel,Yes,No,3.2/5,61,Sarjapur Road,Quick Bites,"Paratha, Rajma Chawal","North Indian, Fast Food",250,Delivery,Bellandur
242,Banjara Melting Pot,Yes,No,3.8/5,106,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa",South Indian,200,Delivery,Bellandur
243,Fatso's,Yes,No,4.2/5,500,Sarjapur Road,Cafe,"Coffee, Pasta, Burgers, Chocolate Milkshake, Spaghetti, Sandwich, Pancakes","Cafe, Continental, Italian, Salad",800,Delivery,Bellandur
244,Green Theory,Yes,No,4.3/5,490,Bellandur,"Bakery, Dessert Parlor","Brownie Fudge Sundae, Ferrero Rocher Shake, Cheesecake, Chocolate Mocha, Chocolate Truffle, Pasta Alfredo, Chocolate Sundae","Bakery, Desserts, Italian",500,Desserts,Bellandur
245,Skoolroom,Yes,No,4.0/5,152,Bellandur,Sweet Shop,"Kaju Katli, Gulab Jamun, Petha","Mithai, Street Food",400,Desserts,Bellandur
246,Kerala Pavilion,Yes,No,4.4/5,632,Bellandur,Delivery,"Buddha Bowl, Chicken Curry, Brownie, Chole, Veg Thali, Idli, Raita","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Desserts,Bellandur
247,Leon Grill,Yes,No,3.9/5,1233,Bellandur,Casual Dining,"Chole Bhature, Chaat, Paneer Tikka, Jalebi, Samosa Chat, Rasmalai, Rabri","North Indian, Chinese, Street Food, Fast Food, Mithai",500,Desserts,Bellandur
